,produto,preco,preco_antigo,descricao_produto,parcelas_sem_juros,frete_gratis,diferenca,desconto_porcento,media_desconto,mediana
1255,Colchão Queen Ortopédico Extra Firme Certificado 158x198,992,1154,"OFERTA DO DIA
R$ 1.154
R$ 992
14% OFF
10x R$ 9920 sem juros
5% OFF com Pix
Colchão Queen Ortopédico Extra Firme Certificado 158x198
por BF Colchoes",10,NÃO,162,14.04,80.78,20.0
1256,Carregador Original Samsung Turbo Tipo C A20 A30 A50 A70 A80,105,116,"R$ 116
R$ 10521
10% OFF
Frete grátis
Carregador Original Samsung Turbo Tipo C A20 A30 A50 A70 A80",0,SIM,11,9.48,80.78,20.0
1257,Inalador Nebulizador Portátil Bivolt Ou Pilha,195,229,"R$ 229
R$ 19541
15% OFF
Frete grátis
Inalador Nebulizador Portátil Bivolt Ou Pilha",0,SIM,34,14.85,80.78,20.0
1258,"Smart TV TCL P615 Series 50P615-AP DLED 4K 50"" 100V/240V",2699,3399,"R$ 3.399
R$ 2.699
20% OFF
12x R$ 22492 sem juros
Frete grátis
Smart TV TCL P615 Series 50P615-AP DLED 4K 50"" 100V/240V
por Mercado Livre",12,SIM,700,20.59,80.78,20.0
1259,Rack Para Tv Até 65 Polegadas Madesa Londres Com Pés Retro,359,429,"OFERTA DO DIA
R$ 429
R$ 35999
16% OFF
5% OFF com Pix
Rack Para Tv Até 65 Polegadas Madesa Londres Com Pés Retro
por Madesa moveis",0,NÃO,70,16.32,80.78,20.0
1260,Geladeira frost free Consul CRM39A branca com freezer 340L 110V,2649,3049,"R$ 3.049
R$ 2.649
13% OFF
12x R$ 22075 sem juros
Frete grátis
Geladeira frost free Consul CRM39A branca com freezer 340L 110V
por Mercado Livre",12,SIM,400,13.12,80.78,20.0
1261,Samsung Galaxy A71 Dual SIM 128 GB cinza 6 GB RAM,2512,3499,"R$ 3.499
R$ 2.512
28% OFF
12x R$ 20933 sem juros
Frete grátis
Samsung Galaxy A71 Dual SIM 128 GB cinza 6 GB RAM
por Mercado Livre",12,SIM,987,28.21,80.78,20.0
1262,Barbeador Philips AquaTouch S1223 preto-profundo 100V/240V,199,289,"R$ 289
R$ 199
31% OFF
6x R$ 3317 sem juros
Barbeador Philips AquaTouch S1223 preto-profundo 100V/240V
por Philips",6,NÃO,90,31.14,80.78,20.0
1263,Jogo De Lençol Elástico King 3 Peças Malha- 100% Algodão,69,78,"R$ 78
R$ 6942
12% OFF
Jogo De Lençol Elástico King 3 Peças Malha- 100% Algodão",0,NÃO,9,11.54,80.78,20.0
1264,Silicone Spray Lubrificante Abrilhantador Luxcar 300ml,22,29,"OFERTA DO DIA
R$ 29
R$ 2283
22% OFF
Silicone Spray Lubrificante Abrilhantador Luxcar 300ml",0,NÃO,7,24.14,80.78,20.0
1265,Kit C/3 Desodorante Stick Rexona Clinical Men 48g,44,59,"R$ 59
R$ 4432
26% OFF
Kit C/3 Desodorante Stick Rexona Clinical Men 48g
por Drogao Popular",0,NÃO,15,25.42,80.78,20.0
1266,Jogo De Sobremesa Vidro 12 Pçs 270ml Pavilion 57716 Brinox,69,78,"OFERTA DO DIA
R$ 78
R$ 6949
11% OFF
6x R$ 1158 sem juros
Jogo De Sobremesa Vidro 12 Pçs 270ml Pavilion 57716 Brinox
por Casa das Serras",6,NÃO,9,11.54,80.78,20.0
1267,Tablet Samsung Galaxy S6 Lite 10.4'' P615 4g 64gb Cinza,2299,2999,"R$ 2.999
R$ 2.299
23% OFF
12x R$ 19158 sem juros
Frete grátis
Tablet Samsung Galaxy S6 Lite 10.4'' P615 4g 64gb Cinza
por Mercado Livre",12,SIM,700,23.34,80.78,20.0
1268,Bomba De Ar Elétrica Inflador Encher Colchão Camping,70,77,"R$ 77
R$ 7011
10% OFF
Bomba De Ar Elétrica Inflador Encher Colchão Camping
por Ismafer Ferramentas",0,NÃO,7,9.09,80.78,20.0
1269,"Batom Volumão Líquido Roseli 5,5ml",39,57,"OFERTA DO DIA
R$ 57
R$ 3953
31% OFF
6x R$ 659 sem juros
Batom Volumão Líquido Roseli 5,5ml
por Quem disse Berenice",6,NÃO,18,31.58,80.78,20.0
1271,Jogo De Toalhas Buddemeyer Madrid Banho Verde 2 Peças,85,99,"OFERTA DO DIA
R$ 99
R$ 8590
14% OFF
6x R$ 1432 sem juros
Frete grátis
Jogo De Toalhas Buddemeyer Madrid Banho Verde 2 Peças
por Buddemeyer",6,SIM,14,14.14,80.78,20.0
1272,Pó De Café Pilão Torrado E Moído Tradicional Almofada 500g,17,20,"R$ 20
R$ 1784
15% OFF
Pó De Café Pilão Torrado E Moído Tradicional Almofada 500g
por Supermercado Madrid",0,NÃO,3,15.0,80.78,20.0
1273,Ferro De Passar A Vapor Cerâmica Oster Preto E Roxo,114,189,"OFERTA DO DIA
R$ 189
R$ 11490
39% OFF
Ferro De Passar A Vapor Cerâmica Oster Preto E Roxo
por Oster",0,NÃO,75,39.68,80.78,20.0
1274,Kit Lavatório Cabelo + Cadeira Primma + Carrinho Dompel,1835,2159,"R$ 2.159
R$ 1.835
15% OFF
12x R$ 15293 sem juros
Kit Lavatório Cabelo + Cadeira Primma + Carrinho Dompel",12,NÃO,324,15.01,80.78,20.0
1275,Camisa Ciclismo Mtb *95 Modelos* (p-m-g-gg-3g-4g),40,44,"R$ 44
R$ 4041
10% OFF
Camisa Ciclismo Mtb *95 Modelos* (p-m-g-gg-3g-4g)
por Ciclista Store",0,NÃO,4,9.09,80.78,20.0
1276,Controle Remoto Portão Eletrônico Ppa Garen Rcg 433mhz,32,35,"R$ 35
R$ 3255
7% OFF
1% vendido
Restam02:10:58
Controle Remoto Portão Eletrônico Ppa Garen Rcg 433mhz",0,NÃO,3,8.57,80.78,20.0
1277,Gerador portátil Tssaper TS3600B 3500W monofásico com tecnologia AVR 110V/220V,1739,1999,"R$ 1.999
R$ 1.739
13% OFF
12x R$ 14493 sem juros
Frete grátis
Gerador portátil Tssaper TS3600B 3500W monofásico com tecnologia AVR 110V/220V",12,SIM,260,13.01,80.78,20.0
1278,Ômega 3 (5 Un) Catarinense 1000mg Original C/120 Caps Cada,152,168,"R$ 168
R$ 15209
10% OFF
6x R$ 2535 sem juros
Frete grátis
Ômega 3 (5 Un) Catarinense 1000mg Original C/120 Caps Cada",6,SIM,16,9.52,80.78,20.0
1279,Relogio Digital Heróis Infantil Menino Menina Crianças,29,32,"R$ 32
R$ 2969
10% OFF
5x R$ 594 sem juros
Relogio Digital Heróis Infantil Menino Menina Crianças",5,NÃO,3,9.38,80.78,20.0
1280,Gaveteiro 4 Gavetas Com Rodízios E Chave Gávea Gc,184,210,"R$ 210
R$ 184
12% OFF
6x R$ 3067 sem juros
Gaveteiro 4 Gavetas Com Rodízios E Chave Gávea Gc
por Madeira Madeira",6,NÃO,26,12.38,80.78,20.0
1281,"Cesta De Basquete Infantil Bola Bomba Rede Até 2,02m Dm Toys",188,209,"R$ 209
R$ 18899
10% OFF
Frete grátis
Cesta De Basquete Infantil Bola Bomba Rede Até 2,02m Dm Toys",0,SIM,21,10.05,80.78,20.0
1282,Quarto Completo Compacto Casal Paris Santos Andirá,1709,1899,"R$ 1.899
R$ 1.709
10% OFF
12x R$ 14242 sem juros
Quarto Completo Compacto Casal Paris Santos Andirá
por Santos Andira",12,NÃO,190,10.01,80.78,20.0
1283,Kit 3 Calça Jeans Sarja Jogger Masculina Plus Size G1 G2 G3,180,205,"R$ 205
R$ 18040
12% OFF
Frete grátis
Kit 3 Calça Jeans Sarja Jogger Masculina Plus Size G1 G2 G3",0,SIM,25,12.2,80.78,20.0
1284,Chapinha de cabelo GA.MA Italy Lumina Duo Tourmaline Plus APP2198 bege savana con pink neon 110V/220V,99,129,"R$ 129
R$ 9990
22% OFF
6x R$ 1665 sem juros
Frete grátis
Chapinha de cabelo GA.MA Italy Lumina Duo Tourmaline Plus APP2198 bege savana con pink neon 110V/220V
por O Pescador de Ofertas",6,SIM,30,23.26,80.78,20.0
1286,30 Un Cabide De Madeira Marfim Gancho Cromado,185,229,"R$ 229
R$ 18513
19% OFF
Frete grátis
30 Un Cabide De Madeira Marfim Gancho Cromado",0,SIM,44,19.21,80.78,20.0
1287,Lustre Pendente Cone Moderno Berlin 15cm Mesa Balcão Gourmet,61,69,"R$ 69
R$ 6151
12% OFF
6x R$ 1025 sem juros
Lustre Pendente Cone Moderno Berlin 15cm Mesa Balcão Gourmet",6,NÃO,8,11.59,80.78,20.0
1288,Bíblia King James De Estudo Atualizada | Kja | Letra Hiper G,100,112,"R$ 112
R$ 10080
10% OFF
Frete grátis
Bíblia King James De Estudo Atualizada | Kja | Letra Hiper G",0,SIM,12,10.71,80.78,20.0
1289,Relogio Masculino Nibosi 2309 Casual Funcional Original + Nf,179,199,"R$ 199
R$ 17991
10% OFF
6x R$ 2999 sem juros
Frete grátis
Relogio Masculino Nibosi 2309 Casual Funcional Original + Nf",6,SIM,20,10.05,80.78,20.0
1290,2bebedouro Bomba Eletrica P Filtro D Agua Galao Recarregavel,52,59,"R$ 59
R$ 5279
12% OFF
Frete grátis
2bebedouro Bomba Eletrica P Filtro D Agua Galao Recarregavel",0,SIM,7,11.86,80.78,20.0
1291,Cortador Multi Fatiador Nicer Alimentos E Frutas Cinz 8 Em 1,97,111,"R$ 111
R$ 9790
12% OFF
6x R$ 1632 sem juros
Frete grátis
Cortador Multi Fatiador Nicer Alimentos E Frutas Cinz 8 Em 1",6,SIM,14,12.61,80.78,20.0
1292,1 Sutiã Plus Size Reforçado Cor Lisa Soutien Bojão Lingerie,25,28,"R$ 28
R$ 2599
10% OFF
5x R$ 520 sem juros
1 Sutiã Plus Size Reforçado Cor Lisa Soutien Bojão Lingerie",5,NÃO,3,10.71,80.78,20.0
1293,Tábua De Passar Passadeira Dobrável Resistente Reforçada,175,199,"R$ 199
R$ 17591
12% OFF
Frete grátis
Tábua De Passar Passadeira Dobrável Resistente Reforçada",0,SIM,24,12.06,80.78,20.0
1294,Tenis Street Ollie Infantil Olympic,63,79,"R$ 79
R$ 6399
20% OFF
Frete grátis
Tenis Street Ollie Infantil Olympic
por Ollie",0,SIM,16,20.25,80.78,20.0
1295,Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta,1369,1758,"R$ 1.758
R$ 1.369
22% OFF
10x R$ 13690 sem juros
5% OFF com Pix
Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta
por Madesa moveis",10,NÃO,389,22.13,80.78,20.0
1296,Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta,1369,1758,"R$ 1.758
R$ 1.369
22% OFF
10x R$ 13690 sem juros
5% OFF com Pix
Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta
por Madesa moveis",10,NÃO,389,22.13,80.78,20.0
1297,Bicicleta Aro 29 Ksw 27 Marchas Freio Hidráulico E K7,1390,1544,"R$ 1.544
R$ 1.390
10% OFF
Bicicleta Aro 29 Ksw 27 Marchas Freio Hidráulico E K7",0,NÃO,154,9.97,80.78,20.0
1298,Refletor Fluorescente 50w Luz Negra Efeito Neon Bivolt Ip67,83,92,"R$ 92
R$ 8318
10% OFF
6x R$ 1386 sem juros
Frete grátis
Refletor Fluorescente 50w Luz Negra Efeito Neon Bivolt Ip67",6,SIM,9,9.78,80.78,20.0
1299,Kit 10 Calças Masculinas Tactel Esportiva,179,198,"R$ 198
R$ 17901
10% OFF
6x R$ 2983 sem juros
Frete grátis
Kit 10 Calças Masculinas Tactel Esportiva",6,SIM,19,9.6,80.78,20.0
1300,Jogo De Panelas 5 Pcs Antiaderente Garlic 7001/104 Brinox,169,229,"R$ 229
R$ 16990
26% OFF
6x R$ 2832 sem juros
Frete grátis
Jogo De Panelas 5 Pcs Antiaderente Garlic 7001/104 Brinox
por Casa das Serras",6,SIM,60,26.2,80.78,20.0
1301,Monitor Diabetes Glicose 50 Tiras 100 Lancetas + Caneta,100,117,"R$ 117
R$ 10021
15% OFF
Frete grátis
Monitor Diabetes Glicose 50 Tiras 100 Lancetas + Caneta",0,SIM,17,14.53,80.78,20.0
1302,Máquina de costura reta Elgin Premium JX-10000 portátil branca 127V/220V,1241,1460,"R$ 1.460
R$ 1.241
15% OFF
10x R$ 12410 sem juros
Frete grátis
Máquina de costura reta Elgin Premium JX-10000 portátil branca 127V/220V",10,SIM,219,15.0,80.78,20.0
1303,Auto Falante 6 Mais 6x9 Bravox Kit Facil Gold 240wrms Barato,169,221,"R$ 221
R$ 16932
23% OFF
Frete grátis
Auto Falante 6 Mais 6x9 Bravox Kit Facil Gold 240wrms Barato",0,SIM,52,23.53,80.78,20.0
1304,Kit 100 Cabides De Acrílico Transparente Tradicional Premium,170,189,"R$ 189
R$ 17099
10% OFF
Frete grátis
Kit 100 Cabides De Acrílico Transparente Tradicional Premium",0,SIM,19,10.05,80.78,20.0
1305,Espelho Retrovisor Para Cadeirinha Bebê Conforto Banco Carro,68,74,"R$ 74
R$ 6824
9% OFF
Espelho Retrovisor Para Cadeirinha Bebê Conforto Banco Carro",0,NÃO,6,8.11,80.78,20.0
1306,"Triturador Forrageiro Picador Cid75 1,5hp Monof Bivolt Cid",1105,1299,"R$ 1.299
R$ 1.105
15% OFF
10x R$ 11050 sem juros
Frete grátis
Triturador Forrageiro Picador Cid75 1,5hp Monof Bivolt Cid",10,SIM,194,14.93,80.78,20.0
1307,Carabina Rifle Cbc Jade Mais Nitro Preta 5.5 + Kit Completo,1166,1399,"R$ 1.399
R$ 1.166
16% OFF
10x R$ 11661 sem juros
Frete grátis
Carabina Rifle Cbc Jade Mais Nitro Preta 5.5 + Kit Completo
por Tubarao Center",10,SIM,233,16.65,80.78,20.0
1308,Kit 3 Wd-40 Desengripante 500ml Flextop Lubrifica Multiuso,143,162,"R$ 162
R$ 14321
12% OFF
Frete grátis
Kit 3 Wd-40 Desengripante 500ml Flextop Lubrifica Multiuso
por WD40",0,SIM,19,11.73,80.78,20.0
1309,Bateria Infantil Rock Party Com Banquinho Banqueta Meninos,174,193,"R$ 193
R$ 17459
10% OFF
Frete grátis
Bateria Infantil Rock Party Com Banquinho Banqueta Meninos",0,SIM,19,9.84,80.78,20.0
1310,Roupão Microfibra Camesa Unissex Cores Adulto P M G Gg,65,75,"R$ 75
R$ 6546
13% OFF
Roupão Microfibra Camesa Unissex Cores Adulto P M G Gg
por Usee Brasil",0,NÃO,10,13.33,80.78,20.0
1311,Conversor E Gravador Digital Dtv-4000s Preto Aquário,97,107,"R$ 107
R$ 9711
10% OFF
Frete grátis
Conversor E Gravador Digital Dtv-4000s Preto Aquário",0,SIM,10,9.35,80.78,20.0
1312,Cadeirinha De Bebê Vibratória E Musical De Descanso Protek,169,189,"R$ 189
R$ 169
11% OFF
Frete grátis
Cadeirinha De Bebê Vibratória E Musical De Descanso Protek
por Planeta do Bebe",0,SIM,20,10.58,80.78,20.0
1313,Fone de ouvido over-ear sem fio Philips 4000 Series TASH402 azul,179,319,"R$ 319
R$ 179
43% OFF
Frete grátis
Fone de ouvido over-ear sem fio Philips 4000 Series TASH402 azul
por Mercado Livre",0,SIM,140,43.89,80.78,20.0
1314,Cadeirinha De Bebê Vibratória E Musical De Descanso Protek,168,189,"R$ 189
R$ 16890
11% OFF
Frete grátis
Cadeirinha De Bebê Vibratória E Musical De Descanso Protek
por Planeta do Bebe",0,SIM,21,11.11,80.78,20.0
1315,Portão De Proteção Para Cães Pequeno E Médios Portes,69,76,"R$ 76
R$ 6921
10% OFF
Portão De Proteção Para Cães Pequeno E Médios Portes",0,NÃO,7,9.21,80.78,20.0
1316,Guarda Roupa Valencia Casal 6 Portas 6 Gav.,1080,1299,"R$ 1.299
R$ 1.080
16% OFF
10x R$ 10799 sem juros
5% OFF com Pix
Guarda Roupa Valencia Casal 6 Portas 6 Gav.
por Tonielque Moveis",10,NÃO,219,16.86,80.78,20.0
1318,Cabideiro Roupas - Arara De Roupas - Promoção,57,64,"R$ 64
R$ 5784
11% OFF
Cabideiro Roupas - Arara De Roupas - Promoção",0,NÃO,7,10.94,80.78,20.0
1319,2 Cadeiras Espreguiçadeiras E Mesa Confortável Para Piscina,1012,1150,"R$ 1.150
R$ 1.012
12% OFF
10x R$ 10120 sem juros
2 Cadeiras Espreguiçadeiras E Mesa Confortável Para Piscina",10,NÃO,138,12.0,80.78,20.0
1320,Mesinha Suporte Sala Quarto Decora Lar Lateral Canto Retrô,168,191,"R$ 191
R$ 16895
12% OFF
5% OFF com Pix
Frete grátis
Mesinha Suporte Sala Quarto Decora Lar Lateral Canto Retrô",0,SIM,23,12.04,80.78,20.0
1321,Cabo Auxiliar P2 X P10 Profissional Banhado A Ouro 3m Ugreen,95,106,"R$ 106
R$ 9573
10% OFF
6x R$ 1596 sem juros
Frete grátis
Cabo Auxiliar P2 X P10 Profissional Banhado A Ouro 3m Ugreen",6,SIM,11,10.38,80.78,20.0
1322,Barra Farol Auxiliar Milha Led Cree 120w Foco 30º Off Road,134,148,"R$ 148
R$ 13409
10% OFF
Frete grátis
Barra Farol Auxiliar Milha Led Cree 120w Foco 30º Off Road",0,SIM,14,9.46,80.78,20.0
1323,Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast,168,186,"R$ 186
R$ 16821
10% OFF
6x R$ 2804 sem juros
Frete grátis
Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast",6,SIM,18,9.68,80.78,20.0
1324,Edredom Casal Queen Cobertor Frio Quente Inverno Barato,56,62,"R$ 62
R$ 5661
10% OFF
6x R$ 944 sem juros
Edredom Casal Queen Cobertor Frio Quente Inverno Barato",6,NÃO,6,9.68,80.78,20.0
1325,Kit Sbp Automático Aparelho + Refil 250ml,52,61,"R$ 61
R$ 5253
15% OFF
Kit Sbp Automático Aparelho + Refil 250ml",0,NÃO,9,14.75,80.78,20.0
1326,Espaguete Isolante Termo Retrátil 328 Pçs Colorido Promoção,28,32,"R$ 32
R$ 2898
10% OFF
Espaguete Isolante Termo Retrátil 328 Pçs Colorido Promoção",0,NÃO,4,12.5,80.78,20.0
1327,Azeite Extra Virgem Andorinha 500ml,23,29,"R$ 29
R$ 2389
20% OFF
Azeite Extra Virgem Andorinha 500ml
por Web Mercadinho",0,NÃO,6,20.69,80.78,20.0
1328,Par Aliança Reta 4mm Casamento Noivado Friso Lt,93,99,"R$ 99
R$ 9390
6% OFF
6x R$ 1565 sem juros
Frete grátis
Par Aliança Reta 4mm Casamento Noivado Friso Lt",6,SIM,6,6.06,80.78,20.0
1329,Mangueira De Jardim Reforçada 30 Metros Que Não Dobra Promo,63,71,"R$ 71
R$ 6327
12% OFF
6x R$ 1055 sem juros
Mangueira De Jardim Reforçada 30 Metros Que Não Dobra Promo",6,NÃO,8,11.27,80.78,20.0
1330,2 Conjunto Saia Shorts + Top Fitness Academia Suplex,94,104,"R$ 104
R$ 9441
10% OFF
Frete grátis
2 Conjunto Saia Shorts + Top Fitness Academia Suplex",0,SIM,10,9.62,80.78,20.0
1331,Meias Under Armour Kit 3 Pares Cano Alto Academia Esportes,64,69,"R$ 69
R$ 6439
8% OFF
6x R$ 1073 sem juros
Meias Under Armour Kit 3 Pares Cano Alto Academia Esportes",6,NÃO,5,7.25,80.78,20.0
1332,Sabão em pó Omo Lavagem Perfeita Sanitiza & Higieniza caixa 1.6 kg,17,21,"R$ 21
R$ 1725
19% OFF
Sabão em pó Omo Lavagem Perfeita Sanitiza & Higieniza caixa 1.6 kg
por Pao de Acucar",0,NÃO,4,19.05,80.78,20.0
1333,Moto E7 Power Dual SIM 32 GB azul-metálico 2 GB RAM,840,1099,"R$ 1.099
R$ 840
23% OFF
Frete grátis
Moto E7 Power Dual SIM 32 GB azul-metálico 2 GB RAM
por Mercado Livre",0,SIM,259,23.57,80.78,20.0
1334,Colchão Solteiro de espuma Ortobom Physical Iso 150 D45 marrom - 88cm x 188cm x 18cm,474,593,"R$ 593
R$ 474
20% OFF
10x R$ 4740 sem juros
5% OFF com Pix
Frete grátis
Colchão Solteiro de espuma Ortobom Physical Iso 150 D45 marrom - 88cm x 188cm x 18cm
por SONOS",10,SIM,119,20.07,80.78,20.0
1335,Bota Articulada Motocross Enduro Trilha Jett Lite Preta,792,889,"R$ 889
R$ 79201
11% OFF
Frete grátis
Bota Articulada Motocross Enduro Trilha Jett Lite Preta",0,SIM,97,10.91,80.78,20.0
1336,Kit 4 Painel Plafon Led 25w Embutir 30cm Quadrado Frio Bivolt 30x30 Cm,154,175,"R$ 175
R$ 15478
12% OFF
Frete grátis
Kit 4 Painel Plafon Led 25w Embutir 30cm Quadrado Frio Bivolt 30x30 Cm",0,SIM,21,12.0,80.78,20.0
1337,Jogo 3 Formas Assadeira Bolo Redonda Alta 15-20-25 X 10cm,36,42,"R$ 42
R$ 3690
13% OFF
6x R$ 615 sem juros
Jogo 3 Formas Assadeira Bolo Redonda Alta 15-20-25 X 10cm",6,NÃO,6,14.29,80.78,20.0
1338,Tenda 3x3m Gazebo Dobrável Barraca Sanfonada Praia Promoção,747,849,"R$ 849
R$ 74791
12% OFF
10x R$ 7479 sem juros
Frete grátis
Tenda 3x3m Gazebo Dobrável Barraca Sanfonada Praia Promoção",10,SIM,102,12.01,80.78,20.0
1339,Sapateira Media Bis Organizador Sapatos Quarto Vertical,63,71,"R$ 71
R$ 6397
10% OFF
6x R$ 1066 sem juros
Sapateira Media Bis Organizador Sapatos Quarto Vertical",6,NÃO,8,11.27,80.78,20.0
1340,Guardanapo Ponto Ajour Kit 10 Peças Mesa Posta Cores Diversa,103,114,"R$ 114
R$ 10349
10% OFF
6x R$ 1725 sem juros
Frete grátis
Guardanapo Ponto Ajour Kit 10 Peças Mesa Posta Cores Diversa",6,SIM,11,9.65,80.78,20.0
1341,Barbante Barroco Maxcolor 400g Nº6,39,46,"R$ 46
R$ 3918
15% OFF
6x R$ 653 sem juros
Barbante Barroco Maxcolor 400g Nº6",6,NÃO,7,15.22,80.78,20.0
1342,Carregador iPhone 11 12 Q.c Turbo Tipo C 20w + Cabo Led Rgb,154,179,"R$ 179
R$ 15479
14% OFF
6x R$ 2580 sem juros
Frete grátis
Carregador iPhone 11 12 Q.c Turbo Tipo C 20w + Cabo Led Rgb",6,SIM,25,13.97,80.78,20.0
1343,Bolsa Mochila Maternidade Impermeável Bebê Menino Menina,156,173,"R$ 173
R$ 15659
10% OFF
Frete grátis
Bolsa Mochila Maternidade Impermeável Bebê Menino Menina",0,SIM,17,9.83,80.78,20.0
1344,Bolsa Mochila Maternidade Impermeável Bebê Menino Menina,156,173,"R$ 173
R$ 15659
10% OFF
Frete grátis
Bolsa Mochila Maternidade Impermeável Bebê Menino Menina",0,SIM,17,9.83,80.78,20.0
1345,Casamento Convite Padrinhos O Sim 2 Taças Vidro 1 Caixa,44,48,"R$ 48
R$ 4401
10% OFF
6x R$ 734 sem juros
Casamento Convite Padrinhos O Sim 2 Taças Vidro 1 Caixa",6,NÃO,4,8.33,80.78,20.0
1346,Kit 10 Conjuntos Short Doll's Top Atacado Revenda Promoção!!,155,169,"R$ 169
R$ 15548
8% OFF
6x R$ 2591 sem juros
Frete grátis
Kit 10 Conjuntos Short Doll's Top Atacado Revenda Promoção!!",6,SIM,14,8.28,80.78,20.0
1347,Fritadeira Air Fry Britânia Oven Bfr2100p 12l Preta 127v,689,959,"R$ 959
R$ 689
28% OFF
Fritadeira Air Fry Britânia Oven Bfr2100p 12l Preta 127v
por Engage Eletro",0,NÃO,270,28.15,80.78,20.0
1348,"Difusor De Escapamento 2,5 Pol Em Inox Controle Remoto",711,790,"R$ 790
R$ 711
10% OFF
10x R$ 7110 sem juros
Frete grátis
Difusor De Escapamento 2,5 Pol Em Inox Controle Remoto",10,SIM,79,10.0,80.78,20.0
1349,Tela Frontal Display Touch Lcd Galaxy A01 / A015 !!,151,173,"R$ 173
R$ 15137
13% OFF
6x R$ 2523 sem juros
Frete grátis
Tela Frontal Display Touch Lcd Galaxy A01 / A015 !!",6,SIM,22,12.72,80.78,20.0
1350,Enxaguante Bucal Listerine Menta Suave Zero Álcool 500ml,17,19,"R$ 19
R$ 1791
10% OFF
Enxaguante Bucal Listerine Menta Suave Zero Álcool 500ml
por Johnson Johnson por Sages",0,NÃO,2,10.53,80.78,20.0
1351,Cadeira de escritório Prizi Kombat gamer ergonômica preta e vermelha com estofado de couro sintético,729,1049,"R$ 1.049
R$ 729
30% OFF
10x R$ 7290 sem juros
Frete grátis
Cadeira de escritório Prizi Kombat gamer ergonômica preta e vermelha com estofado de couro sintético
por INPOWER",10,SIM,320,30.51,80.78,20.0
1352,Samsung Galaxy A03 Core Dual SIM 32 GB blue 2 GB RAM,699,739,"R$ 739
R$ 699
5% OFF
10x R$ 6990 sem juros
Frete grátis
Samsung Galaxy A03 Core Dual SIM 32 GB blue 2 GB RAM
por Mobcom",10,SIM,40,5.41,80.78,20.0
1353,Bola De Futevôlei Penalty Poker Mikasa Altinha Lançamento,157,174,"R$ 174
R$ 15741
10% OFF
Frete grátis
Bola De Futevôlei Penalty Poker Mikasa Altinha Lançamento",0,SIM,17,9.77,80.78,20.0
1354,Tenda Praia Sanfonada Gazebo 3x3 Articulado Pé Aluminio,686,779,"R$ 779
R$ 68631
12% OFF
Frete grátis
Tenda Praia Sanfonada Gazebo 3x3 Articulado Pé Aluminio",0,SIM,93,11.94,80.78,20.0
1355,"4 Placas De Aquecimento Solar Ø1,00 Para Piscinas",675,750,"R$ 750
R$ 675
10% OFF
Frete grátis
4 Placas De Aquecimento Solar Ø1,00 Para Piscinas",0,SIM,75,10.0,80.78,20.0
1356,Fita Led Com Sensor De Movimento Presença - 2 Metros,87,99,"R$ 99
R$ 8712
12% OFF
Frete grátis
Fita Led Com Sensor De Movimento Presença - 2 Metros",0,SIM,12,12.12,80.78,20.0
1357,Kit Trilho Eletrificado De 1m + 3 Spots Led 7w,149,169,"R$ 169
R$ 14959
12% OFF
6x R$ 2493 sem juros
Frete grátis
Kit Trilho Eletrificado De 1m + 3 Spots Led 7w",6,SIM,20,11.83,80.78,20.0
1358,Colcha Bouti Cobre Leito Tecido Liso Dupla Face King 3 Peças,149,169,"R$ 169
R$ 14959
12% OFF
6x R$ 2493 sem juros
Frete grátis
Colcha Bouti Cobre Leito Tecido Liso Dupla Face King 3 Peças",6,SIM,20,11.83,80.78,20.0
1359,Máscara De Solda Automática Com Regulagem Msl-500s Lynus,151,168,"R$ 168
R$ 15120
10% OFF
Frete grátis
Máscara De Solda Automática Com Regulagem Msl-500s Lynus
por Ismafer Ferramentas",0,SIM,17,10.12,80.78,20.0
1360,Lustre Em Acrílico Modelo Chuva Pontuda Pra Sala Promoção,87,98,"R$ 98
R$ 8703
12% OFF
6x R$ 1451 sem juros
Frete grátis
Lustre Em Acrílico Modelo Chuva Pontuda Pra Sala Promoção",6,SIM,11,11.22,80.78,20.0
1361,Marmita Elétrica 12v Carro Automoveis + 110/220v Tomada 818,89,99,"R$ 99
R$ 8991
10% OFF
6x R$ 1499 sem juros
Frete grátis
Marmita Elétrica 12v Carro Automoveis + 110/220v Tomada 818",6,SIM,10,10.1,80.78,20.0
1362,Furadeira Parafusadeira Impacto 12v Bateria Makita Hp333dwe,656,729,"R$ 729
R$ 65610
10% OFF
Frete grátis
Furadeira Parafusadeira Impacto 12v Bateria Makita Hp333dwe
por DdMaquinas",0,SIM,73,10.01,80.78,20.0
1363,Combo Kaiak Tradicional E Kaiak Pulso,153,180,"R$ 180
R$ 153
15% OFF
6x R$ 2550 sem juros
Frete grátis
Combo Kaiak Tradicional E Kaiak Pulso",6,SIM,27,15.0,80.78,20.0
